,rpn/num_neg_anchors,roi_head/num_fg_samples,roi_head/num_bg_samples,fast_rcnn/cls_accuracy,fast_rcnn/fg_cls_accuracy,fast_rcnn/false_negative,rank_data_time,data_time,total_loss,loss_cls,loss_box_reg,loss_rpn_cls,loss_rpn_loc,lr,time,eta_seconds,bbox/AP,bbox/AP50,bbox/AP75,bbox/APs,bbox/APm,bbox/APl,bbox/AP-BJTU,bbox/AP-FHY,bbox/AP-MH,bbox/AP-TSG,bbox/AP-TYHT,bbox/AP-ZX,rpn/num_pos_anchors
0,249.375,5.75,250.25,0.0966796875,0.10394265502691269,0.12461300194263458,0.04203227162361145,0.04203227162361145,2.1690590381622314,1.9608879089355469,0.08164660632610321,0.07187758386135101,0.021825363859534264,0.0001462404616177082,0.16556748747825623,824.526123046875,10.911591529846191,26.747745513916016,6.203534126281738,25.0,7.066879749298096,13.952648162841797,17.412111282348633,11.881806373596191,6.480309009552002,5.869870662689209,5.5608320236206055,18.264619827270508,6.625
1,249.5,7.5,248.5,0.96728515625,0.0,0.974984347820282,0.022107066586613655,0.022107066586613655,1.4793092012405396,1.2677574157714844,0.11214177310466766,0.04928196966648102,0.012887643650174141,0.0002917567326221615,0.1030583530664444,667.5450439453125,31.379261016845703,56.49713134765625,33.46276092529297,40.0,28.388134002685547,35.55569839477539,39.77586364746094,23.181232452392578,38.48089599609375,12.232693672180176,22.146575927734375,52.45830154418945,6.5
2,249.125,6.625,249.375,0.97412109375,0.0,1.0,0.017298653721809387,0.017298653721809387,0.361460417509079,0.1653890609741211,0.08904758840799332,0.04276575893163681,0.01988038420677185,0.0004372730036266148,0.09950288385152817,585.454833984375,37.55803680419922,75.96636199951172,31.42234230041504,60.0,30.04309844970703,39.77919006347656,38.82512283325195,36.31904220581055,39.27571487426758,21.659696578979492,35.63919448852539,53.62945556640625,6.875
3,249.875,10.625,245.375,0.95849609375,0.0,1.0,0.022641271352767944,0.022641271352767944,0.4306514263153076,0.19379886984825134,0.15763315558433533,0.02003117837011814,0.013190330937504768,0.0005827893037348986,0.12010778486728668,583.0845947265625,41.65988540649414,78.0650634765625,41.22102737426758,30.0,37.51884460449219,44.32244110107422,39.815940856933594,31.22598648071289,42.024234771728516,26.718721389770508,52.83168411254883,57.34275817871094,6.125
4,248.75,10.375,245.625,0.95947265625,0.0,1.0,0.06707259267568588,0.06707259267568588,0.3995126485824585,0.19219917058944702,0.1650260090827942,0.037657223641872406,0.015591665171086788,0.0007283055456355214,0.15901479125022888,593.8321533203125,41.95269012451172,81.33651733398438,35.80694580078125,40.0,38.154296875,44.202030181884766,47.6944465637207,35.00147247314453,42.593109130859375,26.975236892700195,48.509666442871094,50.942222595214844,7.25
5,250.125,11.625,244.375,0.95458984375,0.0,1.0,0.015164127573370934,0.015164127573370934,0.3979935646057129,0.17086756229400635,0.1821797639131546,0.01910793036222458,0.011379973962903023,0.0008738218457438052,0.10966958105564117,578.3440551757812,41.8880729675293,78.48487854003906,40.58700180053711,35.0,40.55374526977539,44.135231018066406,49.443641662597656,34.47465133666992,49.13577651977539,17.63018035888672,47.636165618896484,53.00802230834961,5.875
6,248.875,10.625,245.375,0.95849609375,0.0,1.0,0.02582966908812523,0.02582966908812523,0.3854178190231323,0.1752375364303589,0.15867865085601807,0.01864824816584587,0.015069178305566311,0.001019338145852089,0.10528553277254105,572.19580078125,45.191497802734375,81.22782897949219,49.801292419433594,40.0,44.56380081176758,47.36379623413086,48.83396530151367,33.158203125,49.93541717529297,27.7792911529541,53.8682861328125,57.57382583618164,7.125
7,248.25,12.625,243.375,0.95068359375,0.0,1.0,0.018009409308433533,0.018009409308433533,0.4263705015182495,0.17800599336624146,0.18423661589622498,0.019750677049160004,0.016702139750123024,0.0011648543877527118,0.09678757935762405,550.6318359375,43.23139190673828,80.14022064208984,46.131412506103516,50.0,39.561981201171875,45.679256439208984,50.528076171875,34.30438995361328,47.218231201171875,20.314952850341797,49.3564338684082,57.6662712097168,7.75
8,250.5,12.0,244.0,0.953125,0.0,1.0,0.025609038770198822,0.025609038770198822,0.37629449367523193,0.16858631372451782,0.17990542948246002,0.016682874411344528,0.011464370414614677,0.0013103706296533346,0.10527319461107254,546.7274780273438,47.75553512573242,84.09290313720703,50.62422180175781,30.0,44.623111724853516,50.64741516113281,52.10007858276367,37.2507438659668,48.63104248046875,31.417875289916992,54.60396194458008,62.52952194213867,5.5
9,248.0,14.25,241.75,0.9443359375,0.0,1.0,0.043208155781030655,0.043208155781030655,0.41651225090026855,0.17724624276161194,0.20688796043395996,0.014106079936027527,0.011448023840785027,0.0014558869879692793,0.12597119808197021,545.8170166015625,43.80996322631836,81.7364501953125,39.729251861572266,30.0,41.020973205566406,47.0655632019043,47.71079635620117,35.08479309082031,40.56720733642578,29.73876190185547,55.14851379394531,54.60969543457031,8.0
